actor/backtrack_steps,actor/kl,actor/loss,critic/iterations,critic/loss,critic/v,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
1.0,0.008997558,-0.051722657,80.0,0.3668495,95.33241,2.0041165,-0.009847462,-1.9314349,5000,0.4475334,1000,1000.0,1000,5,0.0,995.542959317565,934.9950505897402,861.7632437199354,5,45.45127554928925,2.079138,0.025557619,-2.0898776,20000,0.46441442,1000,1000.0,1000,20,0.0,1019.1830410510302,948.6275774277747,881.0296183824539,20,28.09684277922618,1069.0,67.09597301483154,20000.0,52.0,3512.5833060741425,1040000.0,298.0804823499468,1040000.0
1.0,0.009050523,-0.06296783,80.0,0.2345868,95.75824,1.8976432,-0.0056466484,-2.1616478,5000,0.4654813,1000,1000.0,1000,5,0.0,983.9358265250921,965.4113785415888,940.2610451281071,5,19.127757842251206,2.0708551,0.048407283,-2.2636395,20000,0.4549982,1000,1000.0,1000,20,0.0,1002.51589179039,955.8686408877372,924.9277456700802,20,23.074303107582857,1089.0,67.84627389907837,20000.0,53.0,3580.4795582294464,1060000.0,294.78405888214417,1060000.0
1.0,0.009085313,-0.052943777,80.0,0.3621208,94.76049,1.8798902,0.034175176,-2.1443744,5000,0.45812094,1000,1000.0,1000,5,0.0,993.3749874564819,971.6438271022402,947.0649025589228,5,16.732958304025747,2.0203497,0.049778193,-2.3956337,20000,0.46835148,1000,1000.0,1000,20,0.0,990.70482853055,953.6570168840233,888.0147028565407,20,25.918660068689867,1109.0,67.7123634815216,20000.0,54.0,3648.247894048691,1080000.0,295.3670344922742,1080000.0
1.0,0.009047089,-0.0620947,80.0,0.32096553,95.999306,2.069528,0.045168586,-1.9686838,5000,0.45536348,1000,1000.0,1000,5,0.0,987.2769646495581,955.8948670625687,926.0245243906975,5,20.490283431937385,1.8816316,0.025107095,-2.1525998,20000,0.4470248,1000,1000.0,1000,20,0.0,1001.1243231445551,958.8271225734613,912.4206998199224,20,22.411154474883254,1129.0,67.70503687858582,20000.0,55.0,3716.0061404705048,1100000.0,295.3989972099953,1100000.0
1.0,0.008964273,-0.06542847,80.0,0.39731282,96.711136,1.9035902,0.015970128,-1.9241569,5000,0.4642951,1000,1000.0,1000,5,0.0,970.1250461190939,956.2387367367744,929.4205616265535,5,15.520460015399273,1.9176307,0.029297253,-2.2079084,20000,0.46070138,1000,1000.0,1000,20,0.0,1002.9744127839804,960.2889267105842,914.945917069912,20,26.40948897169371,1149.0,67.41987180709839,20000.0,56.0,3783.4770460128784,1120000.0,296.6484430172748,1120000.0
1.0,0.008992919,-0.057399005,80.0,0.48455864,95.43885,2.2457128,0.04509899,-1.8696945,5000,0.4648216,1000,1000.0,1000,5,0.0,1047.554583651945,987.5987854275852,948.9356500953436,5,39.10023122063158,2.146749,0.035272606,-2.2479897,20000,0.46495557,1000,1000.0,1000,20,0.0,1022.4849162995815,952.2032690530643,872.5960837751627,20,37.757034400011534,1169.0,67.39063858985901,20000.0,57.0,3850.91845035553,1140000.0,296.7771254064005,1140000.0
1.0,0.009117237,-0.06449957,80.0,0.49033195,96.019226,2.0454156,0.03589143,-1.9936786,5000,0.4707008,1000,1000.0,1000,5,0.0,1020.4368185400963,971.5685717485845,938.1194261610508,5,28.714531290497305,1.9151096,0.040496312,-1.9934475,20000,0.45874777,1000,1000.0,1000,20,0.0,1070.9731203764677,969.2777431912721,844.3337633162737,20,49.4164346067686,1189.0,67.97745180130005,20000.0,58.0,3918.9471158981323,1160000.0,294.2152062195645,1160000.0
1.0,0.008940991,-0.062165737,80.0,0.7008465,98.07077,1.8866274,0.018502839,-2.1744747,5000,0.4634316,1000,1000.0,1000,5,0.0,991.6658431738615,947.4415987104178,910.9278263896704,5,29.273013823375617,2.212627,0.03542163,-2.0095763,20000,0.465923,1000,1000.0,1000,20,0.0,1057.8226051181555,973.2009191516787,865.3138805925846,20,46.37521178940933,1209.0,66.97771549224854,20000.0,59.0,3985.975932121277,1180000.0,298.60678067341127,1180000.0
1.0,0.009100427,-0.06312973,80.0,0.5164652,98.026726,1.8958628,-0.006685086,-2.3070672,5000,0.47440284,1000,1000.0,1000,5,0.0,1026.1603420823812,951.0176627416164,881.5571696162224,5,55.14010851394911,2.0082343,0.03698119,-2.122147,20000,0.45766622,1000,1000.0,1000,20,0.0,1091.319148361683,980.7949040524661,920.4012092500925,20,43.49437626577818,1229.0,66.30673408508301,20000.0,60.0,4052.3334205150604,1200000.0,301.62848880984757,1200000.0
1.0,0.009052187,-0.0523822,80.0,0.67864287,95.22071,1.943687,0.03432746,-2.2090435,5000,0.47425246,1000,1000.0,1000,5,0.0,1069.8022452294827,988.2227096654475,940.4858017265797,5,51.92341862482387,2.0807476,-0.004270255,-2.2903113,20000,0.4757492,1000,1000.0,1000,20,0.0,1077.9832941740751,930.6227444700664,726.741832524538,20,70.58185928454081,1249.0,67.11284637451172,20000.0,61.0,4119.5015552043915,1220000.0,298.00553963086935,1220000.0
1.0,0.009023117,-0.08418428,80.0,0.47950038,95.49924,2.1415517,-0.0052559227,-2.1479383,5000,0.4796654,1000,1000.0,1000,5,0.0,1032.1640375740826,985.1364111073315,930.4939830750227,5,32.71788982854992,1.9895041,0.033182897,-2.309766,20000,0.45319134,1000,1000.0,1000,20,0.0,1045.448048464954,952.8494841046631,872.8990959078074,20,50.16225311434818,1269.0,67.17366981506348,20000.0,62.0,4186.726264953613,1240000.0,297.73570589581016,1240000.0
1.0,0.008994889,-0.058566887,80.0,0.8549495,99.18471,1.7825787,0.041521586,-1.8459116,5000,0.43218482,1000,1000.0,1000,5,0.0,964.2989374324679,935.5700341671705,898.7743898779154,5,22.69397541549862,2.136164,0.015997786,-2.1532319,20000,0.48047623,1000,1000.0,1000,20,0.0,1131.0870651900768,993.5469415733357,911.0359278470278,20,57.697849014858285,1289.0,68.52035117149353,20000.0,63.0,4255.347492218018,1260000.0,291.8840849187093,1260000.0
1.0,0.00909459,-0.055376716,80.0,1.1279731,101.44364,1.9579318,0.038405444,-1.9752243,5000,0.44788808,1000,1000.0,1000,5,0.0,1026.8405691832304,967.5201922059059,922.8182206749916,5,40.555959735412294,2.0100162,0.016250258,-2.0779905,20000,0.50511205,1000,1000.0,1000,20,0.0,1152.1727980971336,1002.3290783530101,905.5082058683038,20,67.59042325758139,1309.0,67.11622262001038,20000.0,64.0,4322.51402258873,1280000.0,297.9905486223996,1280000.0
1.0,0.009187951,-0.05654621,80.0,0.66495353,97.36122,1.8507307,0.044657,-2.0126524,5000,0.4459246,1000,1000.0,1000,5,0.0,1063.755852997303,967.4119491696358,917.8519334197044,5,50.618665625193096,1.8969159,0.036947634,-2.2802026,20000,0.46769226,1000,1000.0,1000,20,0.0,1106.6224606633186,968.7245911482721,854.4097831994295,20,66.69967443964745,1329.0,66.99260663986206,20000.0,65.0,4389.558153867722,1300000.0,298.54040621998377,1300000.0
1.0,0.009203447,-0.054213606,80.0,1.0720199,99.40991,1.8071232,0.032055907,-2.008221,5000,0.45131466,1000,1000.0,1000,5,0.0,1153.9159414321184,987.9696424007416,896.9986894726753,5,92.56462176649829,2.1395054,0.03055738,-2.0556192,20000,0.46323487,1000,1000.0,1000,20,0.0,1146.868742838502,982.9609241600498,891.6455213725567,20,74.3866016018283,1349.0,67.30190873146057,20000.0,66.0,4456.910299777985,1320000.0,297.1683920555869,1320000.0
1.0,0.009018803,-0.0746418,80.0,0.97559476,100.59737,1.8891234,0.013218695,-2.010126,5000,0.5026461,1000,1000.0,1000,5,0.0,1212.3991790115833,1051.0423510797323,904.4397271126509,5,106.81989576624447,1.8407484,0.016265646,-2.1862056,20000,0.47288844,1000,1000.0,1000,20,0.0,1176.3493560031056,998.0505437077954,892.9009872972965,20,81.91176627790739,1369.0,68.05133414268494,20000.0,67.0,4525.0173444747925,1340000.0,293.89578105942053,1340000.0
1.0,0.009195782,-0.059629142,80.0,1.134402,99.2626,1.744699,0.030329254,-1.8864686,5000,0.43157324,1000,1000.0,1000,5,0.0,1034.6059660613537,959.9093018941581,925.738530524075,5,38.97339965611353,2.001816,0.021496838,-2.1488752,20000,0.4579207,1000,1000.0,1000,20,0.0,1147.2182561624795,986.483936085878,888.5670962035656,20,81.15443761511213,1389.0,67.06995844841003,20000.0,68.0,4592.137885093689,1360000.0,298.19609945612126,1360000.0
1.0,0.009241431,-0.064424306,80.0,0.8765131,100.71591,1.9123473,0.013732167,-2.0785956,5000,0.4831427,1000,1000.0,1000,5,0.0,1102.5453131236136,1008.5881265912205,896.8267099261284,5,80.48613784497006,1.8941913,0.0028404382,-2.1272564,20000,0.47790715,1000,1000.0,1000,20,0.0,1191.53064417094,1016.0012643588707,896.6331735551357,20,91.09892091349066,1409.0,66.28940320014954,20000.0,69.0,4658.477547645569,1380000.0,301.70734739628614,1380000.0
1.0,0.009269636,-0.055404853,80.0,1.7467477,106.02376,1.7816968,0.030494202,-1.9518931,5000,0.44011965,1000,1000.0,1000,5,0.0,1241.3070607036352,1002.1032024440123,924.6680514365435,5,120.04326951863558,1.9934174,0.021558529,-2.2605925,20000,0.49963856,1000,1000.0,1000,20,0.0,1327.3978498578072,1074.2490677142516,889.9435272961855,20,142.2455199181084,1429.0,67.33058071136475,20000.0,70.0,4725.859321117401,1400000.0,297.0418461967044,1400000.0
1.0,0.009330511,-0.056131136,80.0,2.6584356,107.44007,1.804369,-0.0049538855,-1.9885095,5000,0.49289578,1000,1000.0,1000,5,0.0,1253.9672760665417,1064.491032633558,942.9223046451807,5,141.59733404038,2.0662942,0.016340187,-2.1374428,20000,0.50332105,1000,1000.0,1000,20,0.0,1212.3551834374666,1059.6592820234014,905.9916001856327,20,107.60245953061172,1449.0,66.86868190765381,20000.0,71.0,4792.814601898193,1420000.0,299.0936777790859,1420000.0
1.0,0.009292618,-0.060526837,80.0,1.3603171,103.841866,1.8558729,0.036692686,-2.05023,5000,0.43866742,1000,1000.0,1000,5,0.0,1092.8278532028198,970.1270662505179,914.1958992779255,5,63.739105472735204,2.1651893,0.026182236,-2.2094908,20000,0.47249553,1000,1000.0,1000,20,0.0,1268.4152309671044,1034.179603213072,902.6652881801128,20,108.16687949375256,1469.0,67.81114459037781,20000.0,72.0,4860.680456161499,1440000.0,294.9367706563965,1440000.0
1.0,0.009326511,-0.056943078,80.0,1.0593367,100.99027,1.8535016,0.0036045036,-2.2011297,5000,0.4937002,1000,1000.0,1000,5,0.0,1149.7171221673489,1062.2242360755802,946.6829948425293,5,85.70131732459902,1.9746704,0.021324744,-2.014388,20000,0.45339897,1000,1000.0,1000,20,0.0,1212.996370345354,1014.5255620512878,914.3890236020088,20,100.06997254971904,1489.0,67.02027130126953,20000.0,73.0,4927.757213354111,1460000.0,298.41717456045495,1460000.0
1.0,0.0092408275,-0.056608893,80.0,1.7595716,106.81553,1.6467323,0.0011087143,-1.9668696,5000,0.4605709,1000,1000.0,1000,5,0.0,1189.9695258364081,981.4881964802742,877.1818466037512,5,109.40992839626641,1.9992652,0.01231683,-2.0580144,20000,0.4833914,1000,1000.0,1000,20,0.0,1248.7537307143211,1059.5808276290074,913.0989283770323,20,116.9400523915671,1509.0,67.7821774482727,20000.0,74.0,4995.589935302734,1480000.0,295.0628137501602,1480000.0
1.0,0.009264543,-0.066466115,80.0,1.4792367,105.58663,1.7415307,-0.0103700515,-2.0226822,5000,0.5010566,1000,1000.0,1000,5,0.0,1249.6957040205598,1048.5993472248315,935.540178745985,5,125.35559549327054,2.0293875,0.0065496345,-2.3196764,20000,0.485503,1000,1000.0,1000,20,0.0,1326.5958363488317,1050.7646288204007,915.5133964195848,20,117.7969951786252,1529.0,67.077397108078,20000.0,75.0,5062.720644950867,1500000.0,298.1630305030342,1500000.0
1.0,0.0093152905,-0.057800032,80.0,1.0079985,100.798164,1.6326292,0.02106667,-1.8049889,5000,0.4286738,1000,1000.0,1000,5,0.0,1036.2625287771225,982.9295882999897,955.8589733541012,5,27.709150189916983,1.9710062,0.022783546,-1.9846957,20000,0.4631091,1000,1000.0,1000,20,0.0,1170.1413068175316,999.2449357041157,869.3924520462751,20,96.05596861834809,1549.0,67.59103345870972,20000.0,76.0,5130.3628895282745,1520000.0,295.89723631341843,1520000.0
1.0,0.009249718,-0.054380797,80.0,2.0517647,107.30373,1.7103633,0.03492881,-2.0688045,5000,0.44575286,1000,1000.0,1000,5,0.0,1339.607845723629,1035.0149972051381,926.9495023936033,5,153.20865627795803,2.0987468,-0.002242801,-2.2464046,20000,0.49823147,1000,1000.0,1000,20,0.0,1272.5625692754984,1064.581640665047,871.9320661108941,20,125.54844250878165,1569.0,67.13245749473572,20000.0,77.0,5197.545804023743,1540000.0,297.9184845358644,1540000.0
1.0,0.009416874,-0.05317037,80.0,2.612672,119.11321,1.9315022,-0.0031496712,-1.8782086,5000,0.4811321,1000,1000.0,1000,5,0.0,1399.9885442256927,1094.8775417476893,892.6260582208633,5,220.09812063869396,1.950093,0.009435128,-2.429983,20000,0.53298175,1000,1000.0,1000,20,0.0,1413.9187382161617,1233.9827434305103,961.0193288624287,20,160.600054170265,1589.0,66.73050880432129,20000.0,78.0,5264.326746463776,1560000.0,299.71298523509614,1560000.0
1.0,0.009410583,-0.052290887,80.0,2.457629,117.16482,1.8726734,0.017296923,-1.9511535,5000,0.4799147,1000,1000.0,1000,5,0.0,1382.9431686848402,1118.866188186407,923.8559107333422,5,198.51355416907447,1.8729253,-0.0003366677,-2.1390724,20000,0.5125361,1000,1000.0,1000,20,0.0,1452.690694987774,1172.626081589749,937.7641568630934,20,171.76474369908416,1609.0,67.54039096832275,20000.0,79.0,5331.917771816254,1580000.0,296.119103150887,1580000.0
1.0,0.009386951,-0.05537182,80.0,2.659029,117.62358,1.8463867,0.0055235773,-2.2636285,5000,0.51329184,1000,1000.0,1000,5,0.0,1434.3582369685173,1216.2884515732526,940.9487968832254,5,221.49556190747919,1.9755218,0.015459088,-1.9890194,20000,0.49830353,1000,1000.0,1000,20,0.0,1442.4194249808788,1120.878430943936,881.9130658507347,20,203.11102612575237,1629.0,66.70117926597595,20000.0,80.0,5398.671514749527,1600000.0,299.84477366207426,1600000.0
1.0,0.009405682,-0.06027167,80.0,2.485622,113.163635,1.8845091,-0.0016142924,-1.9844668,5000,0.54766536,1000,1000.0,1000,5,0.0,1431.8324855268002,1283.3177272617818,906.4343738555908,5,194.99510963341928,1.9015465,0.014705993,-2.0512109,20000,0.49480647,1000,1000.0,1000,20,0.0,1528.0470155775547,1127.2564112516586,902.483080980368,20,220.0911880715843,1649.0,67.46286678314209,20000.0,81.0,5466.185240745544,1620000.0,296.4593850464369,1620000.0
1.0,0.00934833,-0.06535776,80.0,2.2449,113.86083,1.7611763,-0.002916771,-2.0002787,5000,0.501626,1000,1000.0,1000,5,0.0,1534.463477998972,1211.2593815118075,938.906939342618,5,243.561086042214,1.8295445,0.0145943165,-2.0960398,20000,0.49469548,1000,1000.0,1000,20,0.0,1488.4647971093655,1168.2846630442887,875.3914410844445,20,224.3674133986131,1669.0,67.61519646644592,20000.0,82.0,5533.851114988327,1640000.0,295.7914942970699,1640000.0
1.0,0.009296897,-0.057952236,80.0,2.3487725,110.47289,1.834454,-0.005608452,-2.0014253,5000,0.5261936,1000,1000.0,1000,5,0.0,1482.0356189608574,1245.1082715928555,924.9511301517487,5,207.4029386964655,1.88449,0.014846835,-2.1806886,20000,0.47006693,1000,1000.0,1000,20,0.0,1418.6811551451683,1053.8486913379747,893.3845061808825,20,180.2636038319109,1689.0,66.97826814651489,20000.0,83.0,5600.881586313248,1660000.0,298.6043167949643,1660000.0
1.0,0.009511674,-0.056510247,80.0,1.7824256,118.36313,1.7972479,0.015679544,-1.774729,5000,0.44972074,1000,1000.0,1000,5,0.0,1480.4300159662962,1047.9487003669142,914.8972552120686,5,217.19303141131527,2.0100188,0.011074579,-1.9557015,20000,0.49691236,1000,1000.0,1000,20,0.0,1561.8046576753259,1170.8463793449105,857.5196017473936,20,285.95964122612463,1709.0,66.96693539619446,20000.0,84.0,5667.901048660278,1680000.0,298.65484931742213,1680000.0
1.0,0.009465851,-0.080467075,80.0,2.5274236,134.09369,1.7221683,0.032877605,-1.9322402,5000,0.46512935,1000,1000.0,1000,5,0.0,1516.2452964410186,1176.6813366398214,970.545214176178,5,250.10256521331326,2.0953407,0.003576277,-2.1414375,20000,0.5149532,1000,1000.0,1000,20,0.0,1635.7453769892454,1315.8684610653668,966.8297117054462,20,263.43081686682126,1729.0,67.48720240592957,20000.0,85.0,5735.440240383148,1700000.0,296.35248294486655,1700000.0
1.0,0.009410553,-0.05361836,80.0,1.7565151,120.91691,1.7656202,-0.0013327528,-2.2199361,5000,0.54566544,1000,1000.0,1000,5,0.0,1594.979105219245,1433.0701324045658,973.2359501421452,5,232.00833004390137,2.165255,0.018524919,-2.0589933,20000,0.4862041,1000,1000.0,1000,20,0.0,1627.194322630763,1217.5436624483204,923.7392109781504,20,294.4016220381264,1749.0,67.35383749008179,20000.0,86.0,5802.846510410309,1720000.0,296.9392798583319,1720000.0
1.0,0.009500724,-0.0496549,80.0,1.8513538,122.07548,1.793792,-0.011606906,-2.1286654,5000,0.5647149,1000,1000.0,1000,5,0.0,1619.0685109943151,1512.6848268002273,1456.2535948902369,5,65.15565917973976,1.9490111,0.005260102,-2.0624194,20000,0.48878154,1000,1000.0,1000,20,0.0,1672.9775408115238,1201.5858460600489,921.8743998557329,20,275.8802185094534,1769.0,67.05043697357178,20000.0,87.0,5869.952384710312,1740000.0,298.28291809467385,1740000.0
1.0,0.009450011,-0.057061136,80.0,1.7171788,126.75021,1.676764,0.017832598,-1.9772089,5000,0.44624627,1000,1000.0,1000,5,0.0,1685.8361718058586,1092.2740537941456,903.8324568867683,5,297.755049445378,1.8212171,0.01261954,-2.0001373,20000,0.47677556,1000,1000.0,1000,20,0.0,1682.2196105271578,1222.8341036113677,911.2100953310728,20,307.3594092614387,1789.0,67.16427040100098,20000.0,88.0,5937.168293476105,1760000.0,297.7773730078654,1760000.0
1.0,0.009419003,-0.058519125,80.0,2.08328,131.17096,1.8562937,0.0013242693,-2.0520148,5000,0.5019768,1000,1000.0,1000,5,0.0,1598.9356198310852,1310.6244424343108,953.0351003855467,5,284.9871701509324,1.9320905,0.00012565222,-2.1075342,20000,0.5071209,1000,1000.0,1000,20,0.0,1721.4106153994799,1314.3830668922515,914.9318246394396,20,318.7692871257156,1809.0,66.77800798416138,20000.0,89.0,6003.997919082642,1780000.0,299.49979946607067,1780000.0
1.0,0.009383613,-0.06535594,80.0,2.0222259,125.46229,1.8683066,0.013101724,-1.877708,5000,0.46690428,1000,1000.0,1000,5,0.0,1611.977071210742,1205.0832175664605,919.0775022022426,5,315.94025639323974,1.8966393,0.0078694755,-1.9817376,20000,0.4742991,1000,1000.0,1000,20,0.0,1703.4524889439344,1193.049570645392,933.1166592687368,20,307.46599009492866,1829.0,67.22704100608826,20000.0,90.0,6071.2769956588745,1800000.0,297.4993350992311,1800000.0
1.0,0.009487884,-0.05945299,80.0,3.376265,140.3911,1.8489246,0.0034876564,-2.1093931,5000,0.54143906,1000,1000.0,1000,5,0.0,1679.7505732476711,1321.9184250184335,938.9244669675827,5,244.25134522372988,1.9208915,-0.0036280735,-2.0591612,20000,0.5191662,1000,1000.0,1000,20,0.0,1739.3197612678632,1346.3545017568163,922.5817476063967,20,325.6587795674822,1849.0,66.70322775840759,20000.0,91.0,6138.033758640289,1820000.0,299.8355652658668,1820000.0
1.0,0.009471234,-0.05222432,80.0,3.5293725,145.86789,1.9673437,-0.010812145,-1.9462754,5000,0.57664365,1000,1000.0,1000,5,0.0,1710.790118291974,1523.8734642966651,1265.413788519334,5,164.4071982461927,1.8084507,-0.0013932157,-2.2073345,20000,0.5373358,1000,1000.0,1000,20,0.0,1746.592692181468,1444.5324956358643,910.507753893733,20,300.85576657682594,1869.0,66.42393779754639,20000.0,92.0,6204.510673046112,1840000.0,301.0962713616592,1840000.0
1.0,0.009416791,-0.054033227,80.0,4.413377,131.42862,1.8037803,0.007873098,-1.9285014,5000,0.47815195,1000,1000.0,1000,5,0.0,1775.3643818348646,1208.012724968791,883.3164218217134,5,358.2282709586933,1.7784097,0.0029947741,-2.1843462,20000,0.5092306,1000,1000.0,1000,20,0.0,1715.0282282605767,1277.1197291300864,922.7315473109484,20,303.73851700953054,1889.0,66.70837473869324,20000.0,93.0,6271.280502319336,1860000.0,299.81243102298646,1860000.0
1.0,0.009506298,-0.05248527,80.0,2.0096564,125.67766,1.8782248,-0.004984073,-1.7729224,5000,0.5060042,1000,1000.0,1000,5,0.0,1703.4511294662952,1330.4826764717698,944.2396888583899,5,322.04804064075716,1.7848535,0.0018017038,-2.1721697,20000,0.46946144,1000,1000.0,1000,20,0.0,1755.7429395765066,1214.981851928588,917.4497203892097,20,345.94942164342774,1909.0,66.38410520553589,20000.0,94.0,6337.71572804451,1880000.0,301.27693878040196,1880000.0
1.0,0.009642893,-0.059336998,80.0,2.825928,134.98923,1.7335131,0.0023503145,-1.7909384,5000,0.5417718,1000,1000.0,1000,5,0.0,1748.3545656949282,1485.4788470454514,955.0870345085859,5,285.8931562003629,2.0716398,0.0031520114,-2.2164295,20000,0.51149017,1000,1000.0,1000,20,0.0,1761.1268096342683,1364.1270724235103,945.9450369179249,20,331.067132078417,1929.0,67.10017943382263,20000.0,95.0,6404.8671317100525,1900000.0,298.06179608990385,1900000.0
1.0,0.009573721,-0.056496955,80.0,2.3573768,133.39365,1.6707332,5.858612e-05,-1.8455454,5000,0.50835925,1000,1000.0,1000,5,0.0,1697.9660484939814,1364.1112916421146,900.9279984161258,5,358.9905674384297,1.9305387,0.010223879,-2.285642,20000,0.49896377,1000,1000.0,1000,20,0.0,1752.571384884417,1312.157667390909,877.3905842602253,20,342.064646878789,1949.0,66.83775210380554,20000.0,96.0,6471.757632493973,1920000.0,299.2320862158567,1920000.0
1.0,0.009450475,-0.08092691,80.0,2.3225472,146.91563,1.6697695,-0.0013810379,-2.0262494,5000,0.5093743,1000,1000.0,1000,5,0.0,1785.9859758466482,1405.7795677790418,955.1410286724567,5,370.7797526284344,1.9411814,0.0024210478,-2.1290004,20000,0.5170906,1000,1000.0,1000,20,0.0,1790.930316850543,1437.298911053571,927.5457626879215,20,369.9051495686064,1969.0,66.67656373977661,20000.0,97.0,6538.487058162689,1940000.0,299.95546978178766,1940000.0
1.0,0.009531467,-0.049831383,80.0,2.8549993,151.37064,1.807234,-0.02292331,-1.8821397,5000,0.51475513,1000,1000.0,1000,5,0.0,1791.6488443017006,1367.2087650105357,916.8209300637245,5,377.4327848072043,2.002779,0.005969278,-2.028716,20000,0.5186306,1000,1000.0,1000,20,0.0,1772.5607479214668,1397.6028167517156,902.1784617602825,20,360.40904057499955,1989.0,67.14950156211853,20000.0,98.0,6605.689442157745,1960000.0,297.84286606354686,1960000.0
1.0,0.009547653,-0.053391136,80.0,2.7775857,135.82097,1.9905472,0.008507026,-1.9765313,5000,0.50101864,1000,1000.0,1000,5,0.0,1713.8860391676426,1361.6781027421355,956.9092231541872,5,330.5568246540429,1.9922073,0.02036134,-1.9931803,20000,0.49358264,1000,1000.0,1000,20,0.0,1795.3700556755066,1336.7617667567915,848.1086564958096,20,378.3666364273195,2009.0,66.91379809379578,20000.0,99.0,6672.673646211624,1980000.0,298.89201584350644,1980000.0
1.0,0.009604132,-0.050262056,80.0,3.9478414,141.97115,1.8838722,-0.009620029,-1.9979686,5000,0.53406763,1000,1000.0,1000,5,0.0,1729.4895041342825,1442.460098524019,939.1508635394275,5,267.9526071622646,1.9803066,0.0064615603,-2.0583065,20000,0.5219134,1000,1000.0,1000,20,0.0,1769.7714703828096,1361.3350454867875,904.4823556542397,20,351.31517541193205,2029.0,67.10092854499817,20000.0,100.0,6739.828384876251,2000000.0,298.0584685439623,2000000.0
1.0,0.009518363,-0.057661407,80.0,2.27855,142.62794,2.031405,0.01001579,-1.9806608,5000,0.50946736,1000,1000.0,1000,5,0.0,1790.7640480399132,1448.9697978973388,955.2219489067793,5,400.10577665127914,1.8316956,0.0002901149,-1.9711394,20000,0.49792793,1000,1000.0,1000,20,0.0,1788.8771709650755,1390.6180751267834,923.5256659584411,20,370.9478897297729,2049.0,67.04872512817383,20000.0,101.0,6806.930906534195,2020000.0,298.29053366439047,2020000.0
1.0,0.0095373485,-0.061918437,80.0,2.208827,141.0932,1.9834602,-0.0033063893,-1.9949869,5000,0.5420408,1000,1000.0,1000,5,0.0,1793.0701705813408,1599.2836796147749,952.4395719766617,5,325.4651853514024,1.8104272,0.007077664,-1.8964329,20000,0.49028358,1000,1000.0,1000,20,0.0,1825.9489656984806,1394.3568073856645,923.8211225420237,20,402.65917251001474,2069.0,66.94767212867737,20000.0,102.0,6873.932853460312,2040000.0,298.74078312325514,2040000.0
1.0,0.009592526,-0.047369123,80.0,4.442202,164.45256,1.764055,0.015055185,-1.9079995,5000,0.45073125,1000,1000.0,1000,5,0.0,1746.927977785468,1273.5336913608014,958.666477277875,5,370.99550210019504,1.8402009,0.0010776719,-2.1669397,20000,0.5455595,1000,1000.0,1000,20,0.0,1818.86636069417,1531.570881997049,633.472496137023,20,351.6627535954151,2089.0,66.14347100257874,20000.0,103.0,6940.130312681198,2060000.0,302.373003666836,2060000.0
1.0,0.009493932,-0.055395674,80.0,4.0823402,146.43633,1.7090309,0.034211464,-1.7539527,5000,0.42981145,1000,1000.0,1000,5,0.0,1743.0385905640433,1102.4014004950645,939.4957876354456,5,320.32675724820666,1.9982483,0.004433675,-2.0718427,20000,0.5095351,1000,1000.0,1000,20,0.0,1841.398880250752,1421.103322672972,922.3394870832562,20,388.0065352763913,2109.0,67.28327226638794,20000.0,104.0,7007.467195034027,2080000.0,297.25070327756947,2080000.0
