actor/entropy,actor/kl,actor/loss,actor/std,critic/loss,critic/v,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
8.274595,-8.0792235e-09,-0.07291767,0.6807344,1.4004397,74.1122,3.310833,0.0479174,-2.8495102,5000,0.7435771,1000,1000.0,1000,5,0.0,787.8524052537978,745.2961830180138,728.6355447173119,5,21.610168387652486,3.5166025,0.04733808,-3.0671656,20000,0.7482185,1000,1000.0,1000,20,0.0,797.8388789445162,743.6674798690583,685.0735901743174,20,28.866847345116074,1066.0,63.146597146987915,20000.0,49.0,3080.289680480957,980000.0,316.7233216612686,980000.0
8.269556,-3.0267984e-08,-0.093249105,0.6803057,1.4387115,74.02997,3.3067384,0.0598232,-2.9008882,5000,0.7546669,1000,1000.0,1000,5,0.0,773.2006465587765,725.6474978778512,665.2994228075258,5,36.22425812409509,3.3873158,0.051926624,-3.54081,20000,0.74801034,1000,1000.0,1000,20,0.0,799.5304107964039,735.8769297269697,677.186128701549,20,30.3313555564301,1086.0,62.88050365447998,20000.0,50.0,3143.2212314605713,1000000.0,318.0636101437314,1000000.0
8.263662,9.941869e-09,-0.058570385,0.67980444,1.3686224,74.14795,3.2660477,0.049651373,-3.0774844,5000,0.76364845,1000,1000.0,1000,5,0.0,789.3307645134628,767.5573841593229,749.9556315671653,5,13.804424269601176,3.0412712,0.06166282,-3.1655538,20000,0.74947065,1000,1000.0,1000,20,0.0,798.7219412326813,744.1479438749491,682.2985376268625,20,34.40016315546975,1106.0,62.82044243812561,20000.0,51.0,3206.0916225910187,1020000.0,318.36770362925745,1020000.0
8.258316,-1.4959369e-08,-0.08402935,0.67934996,0.9928257,74.23793,3.0623078,0.07569407,-2.8073533,5000,0.7600653,1000,1000.0,1000,5,0.0,781.8651986047626,748.6693005111068,711.9530608486384,5,26.336422081419176,3.734279,0.06488481,-3.0102012,20000,0.7549529,1000,1000.0,1000,20,0.0,832.5304436981678,754.5421088231262,700.8423473387957,20,36.476246435614264,1126.0,62.58621072769165,20000.0,52.0,3268.7264964580536,1040000.0,319.5592090887023,1040000.0
8.252821,-5.6927092e-08,-0.05840341,0.6788832,1.351395,75.73062,3.0327597,0.0482497,-2.8490152,5000,0.7615558,1000,1000.0,1000,5,0.0,823.8298563025892,774.326213553478,718.3242041170597,5,36.68116928323283,3.3249876,0.05192564,-3.1574523,20000,0.75317204,1000,1000.0,1000,20,0.0,821.2342372685671,752.3575074133071,689.1246300563216,20,32.22887722909229,1146.0,62.68239879608154,20000.0,53.0,3331.4577362537384,1060000.0,319.06883565614686,1060000.0
8.246951,2.332963e-08,-0.078040704,0.67838496,1.3651328,75.29045,3.392303,0.01822488,-3.143302,5000,0.75464165,1000,1000.0,1000,5,0.0,795.5086156297475,764.8103217711672,752.7273019850254,5,16.159442326734226,3.261859,0.054893285,-3.2709732,20000,0.75178665,1000,1000.0,1000,20,0.0,813.345314912498,743.2586927513709,685.039834305644,20,25.964485408964663,1166.0,62.97535252571106,20000.0,54.0,3394.4828090667725,1080000.0,317.5845659908702,1080000.0
8.241018,-8.870847e-09,-0.053814404,0.6778819,1.3026778,75.914856,3.015512,0.050405197,-2.8055215,5000,0.7537527,1000,1000.0,1000,5,0.0,801.3949841037393,754.7927872310859,682.8230597935617,5,43.19039120226978,3.4551563,0.04928333,-3.128156,20000,0.7568087,1000,1000.0,1000,20,0.0,806.8755708187819,746.6953679832775,690.7109313756227,20,36.62541781642481,1186.0,62.5474112033844,20000.0,55.0,3457.080111026764,1100000.0,319.7574386406869,1100000.0
8.235469,1.6530976e-08,-0.064282,0.67741174,1.1964777,77.94148,3.2265582,0.05526236,-3.2070525,5000,0.76169366,1000,1000.0,1000,5,0.0,782.8948132437654,755.7941605995409,680.9062082245946,5,38.63947787971931,3.274464,0.02927891,-3.4484792,20000,0.753239,1000,1000.0,1000,20,0.0,827.9060433208942,778.7970244947195,700.309119803831,20,35.092787903783666,1206.0,62.46791362762451,20000.0,56.0,3519.596756219864,1120000.0,320.1643666094143,1120000.0
8.229887,2.561137e-09,-0.07961236,0.67693895,1.3125243,76.684586,2.938054,0.021551553,-3.096406,5000,0.75590324,1000,1000.0,1000,5,0.0,856.1161740124226,771.5587321996688,693.8225477840751,5,61.475263002374376,3.3823109,0.040578526,-3.0407128,20000,0.7577616,1000,1000.0,1000,20,0.0,829.6950126364827,760.72087475906,697.6777398921549,20,35.32749674195414,1226.0,62.592379093170166,20000.0,57.0,3582.241061449051,1140000.0,319.52771710801323,1140000.0
8.224115,9.965151e-09,-0.051701687,0.6764507,1.2883105,77.55901,3.000203,0.019427683,-2.9335945,5000,0.7486229,1000,1000.0,1000,5,0.0,825.114621207118,742.1026716964319,679.6616332419217,5,51.41531574828374,3.282006,0.05097605,-3.2765331,20000,0.7652709,1000,1000.0,1000,20,0.0,824.7022732049227,764.2656030199025,704.8096372187138,20,30.093007754952467,1246.0,62.6465106010437,20000.0,58.0,3644.9362766742706,1160000.0,319.25162005219164,1160000.0
8.218633,1.0221266e-08,-0.07915404,0.67598695,1.207811,76.97805,3.329141,0.053943012,-2.838595,5000,0.7594036,1000,1000.0,1000,5,0.0,799.3191440552473,756.1378520159982,691.020037798211,5,42.60629374241905,3.6080432,0.031219998,-3.0926104,20000,0.75765926,1000,1000.0,1000,20,0.0,821.4056193981087,755.8146011003934,658.7903593853116,20,44.1103741207461,1266.0,63.20587491989136,20000.0,59.0,3708.1913595199585,1180000.0,316.42628197692824,1180000.0
8.213495,-8.227653e-08,-0.084591255,0.67555314,1.2989482,76.81097,3.4017498,0.034011535,-3.0920882,5000,0.7604429,1000,1000.0,1000,5,0.0,837.3103281259537,758.6510231740773,682.1957228891551,5,58.35457323785724,3.381762,0.030000107,-3.3141365,20000,0.7605154,1000,1000.0,1000,20,0.0,807.8142238222063,758.3832887279801,707.1399569064379,20,28.186129334072607,1286.0,62.44015121459961,20000.0,60.0,3770.6803555488586,1200000.0,320.3067194898728,1200000.0
8.208257,3.457535e-08,-0.040712368,0.67511094,1.2920525,76.818474,3.250708,0.04167399,-2.8372076,5000,0.7489482,1000,1000.0,1000,5,0.0,782.7926915884018,740.640409435128,704.3995904334879,5,26.035657607491487,3.167733,0.04374863,-3.2855215,20000,0.75938225,1000,1000.0,1000,20,0.0,825.4718520715833,763.2773927599599,665.9542186297476,20,45.75163344317086,1306.0,62.54284310340881,20000.0,61.0,3833.2700901031494,1220000.0,319.7807935742839,1220000.0
8.202778,9.243377e-09,-0.088961646,0.6746487,1.1331934,76.60621,3.3020844,0.06472685,-2.981396,5000,0.7718644,1000,1000.0,1000,5,0.0,821.0268015637994,747.772896638047,712.8460266776383,5,39.505359919870195,3.168691,0.019241577,-3.2164304,20000,0.75840247,1000,1000.0,1000,20,0.0,826.8020930886269,761.5526012498624,718.5012191608548,20,30.715056381909925,1326.0,62.50837016105652,20000.0,62.0,3895.8272144794464,1240000.0,319.9571505139042,1240000.0
8.196823,-2.4586916e-08,-0.06838147,0.67414695,1.1505202,77.17893,2.941251,0.030600818,-3.0493357,5000,0.75092036,1000,1000.0,1000,5,0.0,830.4079271946102,780.6084850899875,740.4322263840586,5,31.678535994653984,3.4663904,0.029084064,-3.2257912,20000,0.75634724,1000,1000.0,1000,20,0.0,811.1991710271686,773.6430688537948,728.5121256536804,20,21.535817350611495,1346.0,62.711894035339355,20000.0,63.0,3958.586637735367,1260000.0,318.91876824402107,1260000.0
8.190679,3.813766e-08,-0.08655042,0.6736296,1.2125161,78.1846,3.0618763,0.047044516,-3.0645933,5000,0.75794154,1000,1000.0,1000,5,0.0,823.915119253099,783.2297498200089,728.7324527949095,5,35.31566767307427,3.3037071,0.0011957871,-3.7732646,20000,0.7528285,1000,1000.0,1000,20,0.0,832.6711706961505,777.0626733082405,714.2178933098912,20,30.636382969880984,1366.0,62.987929582595825,20000.0,64.0,4021.622350692749,1280000.0,317.52115258486276,1280000.0
8.184244,-3.1641683e-08,-0.0547326,0.67308855,1.13905,77.08099,3.024361,0.01808079,-3.3604465,5000,0.74908876,1000,1000.0,1000,5,0.0,825.6785687152296,792.9988622138277,769.4101986214519,5,19.30209410522464,3.4229734,0.034754578,-3.8290534,20000,0.7550979,1000,1000.0,1000,20,0.0,834.9054008312523,773.1623012610828,709.9984748363495,20,35.15206382540605,1386.0,62.56712579727173,20000.0,65.0,4084.24036693573,1300000.0,319.65668464304156,1300000.0
8.1783905,-1.2665987e-08,-0.06886989,0.67259747,1.280079,78.84383,2.962235,0.03069079,-3.1497352,5000,0.7473274,1000,1000.0,1000,5,0.0,848.9708043858409,819.3022504946217,774.0634830743074,5,28.968536013071375,3.2103581,0.027035791,-3.0005577,20000,0.747986,1000,1000.0,1000,20,0.0,850.8675545677543,781.7038536543143,708.1102405437268,20,31.118451833130635,1406.0,62.35373377799988,20000.0,66.0,4146.646058082581,1320000.0,320.7506397484821,1320000.0
8.172829,-3.0128284e-08,-0.0653639,0.67213076,1.1923364,78.7663,2.8310888,0.022189047,-3.115582,5000,0.7464676,1000,1000.0,1000,5,0.0,865.3001603037119,802.3154675986618,752.1453953385353,5,37.12184434798009,3.4411535,0.01426506,-3.119882,20000,0.7512781,1000,1000.0,1000,20,0.0,847.1845986843109,787.045231718151,732.1105151493102,20,25.920702157203852,1426.0,62.49197316169739,20000.0,67.0,4209.186311006546,1340000.0,320.0411026909038,1340000.0
8.167625,-2.8684735e-08,-0.058366597,0.6716947,1.1222571,79.34659,3.2677915,0.039528426,-3.247931,5000,0.75525945,1000,1000.0,1000,5,0.0,864.102797165513,797.3765277575701,726.0081707127392,5,44.77151453260902,3.1088607,0.014324771,-3.5350327,20000,0.7549943,1000,1000.0,1000,20,0.0,864.6914007551968,790.4259101424366,733.3426704406738,20,37.06179862637803,1446.0,62.17715382575989,20000.0,68.0,4271.4144678115845,1360000.0,321.6615552401505,1360000.0
8.163065,3.236346e-08,-0.06574485,0.6713123,1.1164582,81.30219,3.6383998,0.01061795,-2.9324431,5000,0.761005,1000,1000.0,1000,5,0.0,841.7447674386203,821.9991716355086,801.1363869272172,5,16.066839473722048,3.2819145,0.020535277,-3.3449142,20000,0.75555444,1000,1000.0,1000,20,0.0,857.4095466509461,815.5079444894535,690.9878714717925,20,42.01429571237586,1466.0,62.778966426849365,20000.0,69.0,4334.242671251297,1380000.0,318.5780387656459,1380000.0
8.158045,4.4773333e-08,-0.08764526,0.6708914,0.99945664,81.19675,3.3006933,0.021790413,-2.9900715,5000,0.7502033,1000,1000.0,1000,5,0.0,842.6252904720604,830.5759185407311,821.5219389684498,5,7.180733870677493,3.368905,0.028319,-3.8020554,20000,0.7657242,1000,1000.0,1000,20,0.0,899.4698388217948,809.2178878358682,728.1761435680091,20,44.50945278472094,1486.0,62.26089406013489,20000.0,70.0,4396.560841560364,1400000.0,321.22892390017614,1400000.0
8.152184,2.477318e-08,-0.0480598,0.6704002,1.052983,81.61802,3.1970816,0.0016072205,-2.9367166,5000,0.7538115,1000,1000.0,1000,5,0.0,844.4960856065154,833.8220950683578,821.4873065249994,5,8.392054645630273,3.5245473,0.04856281,-3.0635958,20000,0.7579718,1000,1000.0,1000,20,0.0,856.6206704340875,809.4329636955372,716.2638683617115,20,32.874129203957196,1506.0,62.63105511665344,20000.0,71.0,4459.241716623306,1420000.0,319.3304018709091,1420000.0
8.146916,8.544885e-09,-0.069514975,0.66995955,0.8390406,80.17363,3.337338,0.008351028,-3.2530308,5000,0.758291,1000,1000.0,1000,5,0.0,861.4378261566162,822.0739926958456,781.4635622613132,5,28.09704464527205,3.1395,0.016184945,-3.4741883,20000,0.76095396,1000,1000.0,1000,20,0.0,875.7012472525239,796.9091942933097,737.2946019452065,20,34.6028263166233,1526.0,62.49009323120117,20000.0,72.0,4521.780734777451,1440000.0,320.05073069748664,1440000.0
8.141357,-3.0267983e-10,-0.08626278,0.6694944,0.9317965,82.28439,2.9632657,-0.016087517,-3.252525,5000,0.7454426,1000,1000.0,1000,5,0.0,865.1974092200398,834.4403350062669,799.7470379583538,5,27.66164914576249,3.162802,0.021007298,-3.6109858,20000,0.7560384,1000,1000.0,1000,20,0.0,861.3331614872441,822.6195418059826,779.0008653849363,20,23.572106868614334,1546.0,62.63948941230774,20000.0,73.0,4584.469506978989,1460000.0,319.28740460119866,1460000.0
8.135305,-1.2316741e-08,-0.06557713,0.66898805,0.9243311,83.04224,2.8430357,0.00954932,-2.9099529,5000,0.7668185,1000,1000.0,1000,5,0.0,862.4726384952664,815.6343242363073,767.4911118224263,5,30.364156022106197,3.1063154,0.015356994,-3.316805,20000,0.7590427,1000,1000.0,1000,20,0.0,869.7596056871116,824.5006241331226,778.1799627393484,20,26.08791355035382,1566.0,62.99330115318298,20000.0,74.0,4647.512884616852,1480000.0,317.4940768918478,1480000.0
8.129476,1.2107193e-09,-0.070751175,0.66850126,0.87694305,82.83467,3.0050297,0.013716879,-3.0683029,5000,0.7556813,1000,1000.0,1000,5,0.0,889.3790397942066,813.4781427339651,742.8439976801164,5,52.453793235036954,3.316659,0.005944153,-3.9088867,20000,0.7526244,1000,1000.0,1000,20,0.0,872.2136005870998,823.595706750259,766.1540331244469,20,32.24456359818353,1586.0,62.567633867263794,20000.0,75.0,4710.13134598732,1500000.0,319.65408892446965,1500000.0
8.123507,4.1816385e-08,-0.11166586,0.6680031,0.83314997,83.0946,3.2323427,0.00058986986,-2.8659112,5000,0.7575543,1000,1000.0,1000,5,0.0,874.4884706120938,820.6471465300768,786.9250934273005,5,31.749946760689127,3.3520663,-0.0006192663,-3.0233884,20000,0.7507109,1000,1000.0,1000,20,0.0,886.4070022981614,829.4547446932789,779.1908704191446,20,30.147830044740648,1606.0,62.35410690307617,20000.0,76.0,4772.54088973999,1520000.0,320.7487203864245,1520000.0
8.117344,1.1001248e-08,-0.10133445,0.6674885,0.87647855,82.14196,2.8818824,0.034963027,-3.4160147,5000,0.74849224,1000,1000.0,1000,5,0.0,868.8255483377725,813.5187673822045,769.3767500668764,5,40.23707020700538,3.2422624,0.020686865,-3.786902,20000,0.7514333,1000,1000.0,1000,20,0.0,874.7734180688858,817.1865936686518,739.5238002464175,20,31.81357369097569,1626.0,61.977062702178955,20000.0,77.0,4834.567866563797,1540000.0,322.7000301080233,1540000.0
8.110697,4.307367e-09,-0.09688002,0.666934,0.9311875,82.5314,3.4251134,-0.016850177,-3.0288606,5000,0.75348073,1000,1000.0,1000,5,0.0,860.5768422707915,834.5361206267029,816.3718249797821,5,17.319753165711695,3.4653907,0.016137995,-3.2113738,20000,0.7567231,1000,1000.0,1000,20,0.0,900.6163903102279,825.95910573851,744.577030647546,20,43.40273180204172,1646.0,62.33012342453003,20000.0,78.0,4896.9572422504425,1560000.0,320.8721385609995,1560000.0
8.103361,4.749745e-09,-0.08389547,0.6663224,0.8246833,82.39429,3.1833096,-0.0021699884,-3.0588539,5000,0.7502491,1000,1000.0,1000,5,0.0,853.3826620061882,817.143540968839,780.6370853632689,5,29.318205299357455,3.247111,0.004812501,-3.4165452,20000,0.7516782,1000,1000.0,1000,20,0.0,883.5605700388551,818.4863268584595,759.1917060539126,20,33.72434202340019,1666.0,62.86656188964844,20000.0,79.0,4959.873323917389,1580000.0,318.13414633850346,1580000.0
8.096077,4.1676684e-09,-0.098029576,0.66571575,0.8534059,83.05482,3.1601093,0.019949464,-2.8106318,5000,0.75600755,1000,1000.0,1000,5,0.0,861.2559362264146,822.8585242797766,751.3605056367815,5,38.29341812159532,3.8128123,-0.0072069587,-3.5300539,20000,0.74895656,1000,1000.0,1000,20,0.0,893.7830208167434,833.9210268046527,761.2543799234554,20,37.321927007550975,1686.0,62.283995628356934,20000.0,80.0,5022.20648932457,1600000.0,321.10977785269625,1600000.0
8.088635,6.495975e-09,-0.06355467,0.6650968,0.95051974,82.50142,2.9364986,-0.0050429213,-2.9899473,5000,0.75906116,1000,1000.0,1000,5,0.0,826.6428720727563,805.6054684144444,747.9539154120721,5,29.726232816750766,3.353171,0.003725275,-3.1410336,20000,0.7481441,1000,1000.0,1000,20,0.0,873.7459188904613,819.3554863620782,750.0162428468466,20,35.46074151272485,1706.0,62.025328636169434,20000.0,81.0,5084.281347990036,1620000.0,322.44891626962226,1620000.0
8.08189,-6.4843334e-08,-0.11205952,0.66453594,1.0040756,82.191124,2.9404345,-0.015274454,-2.8923202,5000,0.75245994,1000,1000.0,1000,5,0.0,899.5162044353783,818.9524726614356,771.1708619147539,5,45.96091388926634,3.3504047,-0.004863679,-3.6242256,20000,0.75593185,1000,1000.0,1000,20,0.0,874.4131556004286,810.1864757232019,759.9204185679555,20,29.07330518744087,1726.0,62.29213500022888,20000.0,82.0,5146.621679067612,1640000.0,321.0678201979514,1640000.0
8.074733,9.289943e-09,-0.08675833,0.6639415,0.8424075,81.66734,2.8622284,4.0791703e-05,-2.8132758,5000,0.75012743,1000,1000.0,1000,5,0.0,842.4787925183773,811.0160986222327,775.4877221733332,5,28.144283522633494,3.3716867,-0.01811537,-3.507994,20000,0.74995166,1000,1000.0,1000,20,0.0,873.7514343913645,812.3905750346858,748.52158703655,20,30.604736578264248,1746.0,62.48924899101257,20000.0,83.0,5209.159697771072,1660000.0,320.05505463630186,1660000.0
8.067629,2.5820919e-08,-0.09196447,0.6633519,0.89718527,81.42431,2.9334397,-0.0037055558,-3.3143835,5000,0.7519274,1000,1000.0,1000,5,0.0,846.3364815115929,828.5934648415074,786.228815051727,5,22.463804201274293,2.9502635,0.01780361,-3.1262712,20000,0.74900705,1000,1000.0,1000,20,0.0,869.939795434475,808.0098193493671,717.9542113617063,20,37.59863467356209,1766.0,63.44381046295166,20000.0,84.0,5272.652627944946,1680000.0,315.2395774159735,1680000.0
8.060598,1.9418076e-08,-0.05657511,0.66276896,0.8901888,82.397156,3.2431948,-0.014982329,-2.9475653,5000,0.7486763,1000,1000.0,1000,5,0.0,905.3492672219872,820.6543247194961,777.9882667064667,5,45.50263145742898,3.4062169,0.0038513264,-3.134179,20000,0.7517311,1000,1000.0,1000,20,0.0,873.2823077384382,819.5518528299756,734.8767366409302,20,35.070809863585765,1786.0,62.515461921691895,20000.0,85.0,5335.226162433624,1700000.0,319.92085454079177,1700000.0
8.0548115,1.3795216e-08,-0.059389014,0.6622893,0.9353925,83.47185,3.0370712,4.331665e-05,-2.8688853,5000,0.7428021,1000,1000.0,1000,5,0.0,879.822244528681,823.1932913593948,761.4676761962473,5,38.28532534155717,3.199587,-0.0031372337,-3.1022563,20000,0.7502281,1000,1000.0,1000,20,0.0,870.4881773218513,836.42963493469,800.5543967283447,20,18.952337478099125,1806.0,62.51733469963074,20000.0,86.0,5397.794417142868,1720000.0,319.91127094735424,1720000.0
8.0494585,-3.760215e-08,-0.085686944,0.66184586,0.8733548,83.01322,3.0858862,-0.00709024,-3.2462406,5000,0.7458852,1000,1000.0,1000,5,0.0,862.5030321441591,829.9319178912789,797.9027587324381,5,22.719195599684337,3.6698701,-0.00058610516,-3.0095723,20000,0.74792594,1000,1000.0,1000,20,0.0,864.7241709642112,822.0495151802431,756.7123929064255,20,29.490347914381562,1826.0,62.67616558074951,20000.0,87.0,5460.523195028305,1740000.0,319.100567411591,1740000.0
8.043541,-1.3271346e-09,-0.06519337,0.66135633,0.83407736,82.614075,3.030394,-0.029118096,-2.9606616,5000,0.75572836,1000,1000.0,1000,5,0.0,846.5268184542656,830.95122798644,806.612900679931,5,14.455167962601891,3.3711343,0.028280884,-3.3030515,20000,0.7534632,1000,1000.0,1000,20,0.0,880.0022387206554,808.5561543315649,766.3709378633648,20,30.080889459749752,1846.0,62.26749777793884,20000.0,88.0,5522.83914232254,1760000.0,321.19485628481334,1760000.0
8.03794,1.3713725e-08,-0.054836422,0.6608934,0.8347554,83.471924,3.3180156,0.008128805,-3.2481978,5000,0.7421296,1000,1000.0,1000,5,0.0,864.7303153127432,827.1801737904549,743.7433664388955,5,43.85255619059578,3.1789906,-0.004404242,-3.2062693,20000,0.74987006,1000,1000.0,1000,20,0.0,914.6289647296071,841.248099244223,782.2063624039292,20,38.26610823594,1866.0,62.733274936676025,20000.0,89.0,5585.622720956802,1780000.0,318.8100736042925,1780000.0
8.03284,-2.514571e-09,-0.037344165,0.6604724,0.8498804,83.28661,3.2700648,-0.0056041856,-2.8928428,5000,0.7578332,1000,1000.0,1000,5,0.0,850.7845178097486,817.460901368782,739.9220428317785,5,39.57483100669713,3.25467,0.0034167604,-3.7436473,20000,0.7483948,1000,1000.0,1000,20,0.0,888.2763580717146,817.6028426067708,774.7158767404035,20,31.061880934689054,1886.0,62.51924991607666,20000.0,90.0,5648.1911680698395,1800000.0,319.90147077655604,1800000.0
8.028335,3.443565e-08,-0.07361869,0.66010106,0.8702393,82.57362,2.9710336,0.018813638,-3.3280098,5000,0.7537194,1000,1000.0,1000,5,0.0,835.6525748223066,818.2670606657863,787.3917674049735,5,17.471468089819144,3.69597,0.001254055,-3.2432175,20000,0.7480009,1000,1000.0,1000,20,0.0,879.5187516249716,819.856019836315,747.210213854909,20,34.588345087536524,1906.0,62.33787655830383,20000.0,91.0,5710.5767385959625,1820000.0,320.832230807449,1820000.0
8.023295,-1.5925616e-08,-0.09112665,0.6596855,0.8464363,82.487625,2.9815664,-0.027445868,-3.005394,5000,0.73837686,1000,1000.0,1000,5,0.0,875.8952904064208,847.4679311804473,828.6386585757136,5,18.977014356280794,3.0227072,-0.0025930915,-3.2729204,20000,0.74904287,1000,1000.0,1000,20,0.0,903.815448217094,825.111785519123,761.9328650087118,20,37.52014368738885,1926.0,62.08802580833435,20000.0,92.0,5772.716253519058,1840000.0,322.12330380321595,1840000.0
8.017591,3.1921083e-08,-0.072103485,0.65921557,0.7196356,84.59374,3.3136244,-0.013196154,-3.0799618,5000,0.74634135,1000,1000.0,1000,5,0.0,893.9961019009352,860.994419304654,837.4430650547147,5,18.881158106400253,3.1888356,-0.01037793,-3.3056378,20000,0.7481207,1000,1000.0,1000,20,0.0,903.4588013626635,843.3064010014292,761.5913047119975,20,29.832773716456025,1946.0,62.09662890434265,20000.0,93.0,5834.862256288528,1860000.0,322.07867565257357,1860000.0
8.01233,-4.1618478e-09,-0.098753884,0.6587826,0.75568163,84.799904,3.1756773,-0.020249056,-2.9626923,5000,0.74888045,1000,1000.0,1000,5,0.0,860.0065275281668,831.2594777862541,800.3376943189651,5,23.967727119747455,3.2370172,-0.00490753,-3.2089107,20000,0.7507323,1000,1000.0,1000,20,0.0,898.4291220158339,839.5743389824638,732.4861894249916,20,39.276628570305995,1966.0,62.16171479225159,20000.0,94.0,5897.071724891663,1880000.0,321.74144595015235,1880000.0
8.006863,-1.5716068e-08,-0.05109734,0.6583324,0.8630678,83.48979,2.9354947,0.010311627,-2.88165,5000,0.7504487,1000,1000.0,1000,5,0.0,895.0910124331713,840.0641547957435,779.0070362091064,5,37.91640870708171,3.224073,-0.007417186,-3.4006064,20000,0.7537844,1000,1000.0,1000,20,0.0,875.6340952515602,837.8033550896914,776.2854638891295,20,27.30265224924035,1986.0,62.09356713294983,20000.0,95.0,5959.215049982071,1900000.0,322.09455702838886,1900000.0
8.001088,-1.8579886e-08,-0.09232855,0.6578573,0.7033365,84.814865,2.794764,0.014541831,-2.8362432,5000,0.73530453,1000,1000.0,1000,5,0.0,884.0667844712734,859.2723507146351,831.8735678438097,5,22.669123183873317,3.3508043,0.004535944,-3.1549978,20000,0.74755085,1000,1000.0,1000,20,0.0,880.9067482743412,836.7876077996567,751.4344837106764,20,35.45907048305099,2006.0,62.020695209503174,20000.0,96.0,6021.283644199371,1920000.0,322.47300570302997,1920000.0
7.9947877,1.816079e-08,-0.08787296,0.657339,0.6725233,84.10504,3.495464,-0.017482996,-2.8613396,5000,0.75407827,1000,1000.0,1000,5,0.0,865.0789036303759,830.9936707169749,795.9631194770336,5,22.0268932307317,3.1486619,0.009877595,-3.1932194,20000,0.74455667,1000,1000.0,1000,20,0.0,895.8206110943574,844.900092701579,749.1416476890445,20,32.050207232244546,2026.0,62.17352223396301,20000.0,97.0,6083.5066084861755,1940000.0,321.68034367972103,1940000.0
7.988527,1.7229468e-08,-0.07264229,0.6568242,0.64385176,85.42854,2.9076343,0.0017242954,-3.1588016,5000,0.74531764,1000,1000.0,1000,5,0.0,886.2463188245893,859.8712949842214,811.6680676788092,5,26.249970120055675,3.1298878,-0.0015447685,-3.4081583,20000,0.7474122,1000,1000.0,1000,20,0.0,903.1022852659225,852.7903976562899,773.0144653161988,20,32.776981474151704,2046.0,62.22043251991272,20000.0,98.0,6145.775238275528,1960000.0,321.4378169679116,1960000.0
7.982337,-2.346933e-08,-0.08229367,0.65631545,0.7879439,84.90183,2.8934226,-0.0145457415,-2.8885016,5000,0.7346335,1000,1000.0,1000,5,0.0,863.406135097146,844.2381035635248,831.4191875560209,5,13.205245690715168,3.3887892,0.0091683455,-3.0910854,20000,0.7454119,1000,1000.0,1000,20,0.0,879.3634381219745,842.800016881316,785.0279774330556,20,23.642264011120023,2066.0,62.67907953262329,20000.0,99.0,6208.509775161743,1980000.0,319.08573241874706,1980000.0
