actor/entropy,actor/kl,actor/loss,actor/std,critic/loss,critic/v,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
7.9757476,3.853347e-08,-0.081177175,0.6557747,0.7269901,84.63652,3.3988955,-0.035403837,-2.830032,5000,0.7446354,1000,1000.0,1000,5,0.0,870.5689881676808,845.2903898375109,788.2964168153703,5,29.49953860862815,3.0047183,0.00021086435,-3.072866,20000,0.74293804,1000,1000.0,1000,20,0.0,909.407757923007,840.7357562115765,792.3166790306568,20,30.424597096299387,2086.0,61.89968204498291,20000.0,100.0,6270.458010673523,2000000.0,323.1034367101574,2000000.0
7.969246,-1.6088597e-08,-0.09182255,0.65524167,0.66705465,85.36042,3.14533,-0.007405158,-2.9973977,5000,0.7366853,1000,1000.0,1000,5,0.0,866.7719176486135,838.0530033471063,801.7998739816248,5,20.83634040185382,3.324924,0.004166681,-3.4009545,20000,0.7425738,1000,1000.0,1000,20,0.0,900.1455807313323,848.9503166826559,776.4999023452401,20,28.97627301794286,2106.0,62.17183589935303,20000.0,101.0,6332.679977893829,2020000.0,321.68906886354506,2020000.0
7.9627976,-5.559996e-08,-0.085549936,0.654714,0.7919161,85.57076,3.1607661,-0.0042187967,-3.2097406,5000,0.7528459,1000,1000.0,1000,5,0.0,876.1943285688758,825.7215469220653,772.0820784494281,5,35.47764876589398,3.621727,-0.006387547,-2.935141,20000,0.7464388,1000,1000.0,1000,20,0.0,911.8630831167102,847.0467869190965,784.1465123146772,20,29.064625820986333,2126.0,62.736823081970215,20000.0,102.0,6395.465949296951,2040000.0,318.792042974005,2040000.0
7.9568763,1.3969839e-09,-0.08125359,0.65422934,0.6573702,87.12068,3.4940577,0.0016180481,-3.1822855,5000,0.7402817,1000,1000.0,1000,5,0.0,895.7532337671146,852.6740286910441,820.9370861649513,5,24.1640858086688,3.1720967,0.0012473657,-3.2795146,20000,0.742408,1000,1000.0,1000,20,0.0,898.1670391410589,861.9604902589984,829.6462167724967,20,18.022143675563505,2146.0,62.43705105781555,20000.0,103.0,6457.953817129135,2060000.0,320.32262352493825,2060000.0
7.9510317,-4.717149e-08,-0.07745208,0.65375173,0.7772783,85.34723,3.0412676,0.01620653,-3.1333961,5000,0.7375046,1000,1000.0,1000,5,0.0,887.504756661132,865.8412033278495,852.0671570003033,5,16.060524038340226,3.1949134,-0.012125239,-3.1447566,20000,0.7409165,1000,1000.0,1000,20,0.0,880.7665474750102,844.9689245328307,780.700820595026,20,26.581922063564683,2166.0,63.308927059173584,20000.0,104.0,6521.310064792633,2080000.0,315.9112139320637,2080000.0
7.9448395,-3.4901312e-08,-0.074899726,0.65324605,0.6585165,85.197655,3.0516644,-0.005271284,-3.179754,5000,0.7437958,1000,1000.0,1000,5,0.0,897.8597000092268,842.0121229417622,778.9165396988392,5,37.85551566967045,3.2267978,0.0012480218,-3.1763113,20000,0.73924017,1000,1000.0,1000,20,0.0,865.9663595072925,842.1161236053507,800.7065694089979,20,18.571327349470504,2186.0,62.65800619125366,20000.0,105.0,6584.019676446915,2100000.0,319.1930483544778,2100000.0
7.938825,-1.9324944e-09,-0.069623634,0.65275526,0.80485404,85.740944,2.7997847,0.0045324024,-3.0187225,5000,0.73850465,1000,1000.0,1000,5,0.0,892.6475320011377,859.1601449771784,824.793166257441,5,26.57517940821725,3.5049741,0.006907109,-3.132202,20000,0.7435249,1000,1000.0,1000,20,0.0,904.3435664698482,848.3818563316411,798.5348899308592,20,25.82854474707576,2206.0,62.829429149627686,20000.0,106.0,6646.901428222656,2120000.0,318.32216639069236,2120000.0
7.932828,-3.3155082e-08,-0.09378085,0.652266,0.6224806,85.086426,3.1240845,0.0036279564,-3.215519,5000,0.7374657,1000,1000.0,1000,5,0.0,859.0168448016047,847.8780957724899,829.0016309283674,5,10.145797627945441,3.1337578,0.020890629,-3.4876347,20000,0.7439042,1000,1000.0,1000,20,0.0,894.4020577706397,848.130043640011,785.7425279356539,20,25.95758968298921,2226.0,62.84874081611633,20000.0,107.0,6709.797922372818,2140000.0,318.224354860446,2140000.0
7.9264283,-3.1478702e-08,-0.08034575,0.651745,0.78907603,85.57001,3.0713117,-0.009800699,-3.1843467,5000,0.7389093,1000,1000.0,1000,5,0.0,881.4209120580927,832.3230380998924,785.2829594612122,5,39.339503976583096,3.1504564,-0.010001948,-3.429209,20000,0.74541456,1000,1000.0,1000,20,0.0,887.9191911686212,846.4260873384076,799.8408591262996,20,23.47914942009998,2246.0,63.034106969833374,20000.0,108.0,6772.88373708725,2160000.0,317.288543638312,2160000.0
7.9200263,4.284084e-08,-0.09753679,0.6512248,0.78996694,85.763695,3.2249904,-0.01645067,-2.97691,5000,0.7432428,1000,1000.0,1000,5,0.0,910.1888083666563,863.3714757442474,834.9108963236213,5,26.13425756500313,3.2381084,-0.015958926,-3.0811474,20000,0.74451685,1000,1000.0,1000,20,0.0,879.1065278686583,846.4002054238692,800.9961906373501,20,23.471163530978576,2266.0,63.724517583847046,20000.0,109.0,6836.659075498581,2180000.0,313.85094400572785,2180000.0
7.913368,2.1536835e-08,-0.078519285,0.6506839,0.66944915,85.070656,3.2481947,-0.0016358215,-3.4289043,5000,0.74283296,1000,1000.0,1000,5,0.0,892.4943215176463,867.5214364159852,814.6575466021895,5,27.3277988604996,3.1453803,0.010915658,-3.429956,20000,0.74506617,1000,1000.0,1000,20,0.0,886.3928743228316,841.66171678307,791.5729163885117,20,25.060081275304178,2286.0,62.69997501373291,20000.0,110.0,6899.409962654114,2200000.0,318.97939346258886,2200000.0
7.90761,-8.265488e-09,-0.069726355,0.6502167,0.7297763,86.70484,2.926331,0.022494033,-3.0939877,5000,0.7345084,1000,1000.0,1000,5,0.0,906.4323126450181,876.5997591629624,840.800144456327,5,25.6704819214962,3.0851128,0.008010937,-3.2103999,20000,0.7378929,1000,1000.0,1000,20,0.0,902.4736938551068,857.1274715268635,803.2460038438439,20,22.93288125679843,2306.0,62.93441677093506,20000.0,111.0,6962.39481139183,2220000.0,317.7911391916892,2220000.0
7.9020414,3.7159772e-08,-0.079762205,0.6497654,0.5892662,86.13201,3.1979034,-0.007234784,-3.0817106,5000,0.7453375,1000,1000.0,1000,5,0.0,896.1289212661795,857.3411797993351,820.2537438645959,5,24.150692441199418,3.0758917,0.0013411563,-3.0021138,20000,0.74524087,1000,1000.0,1000,20,0.0,904.4975238926709,855.3892008825438,808.5134126804769,20,30.516525350696895,2326.0,62.784783601760864,20000.0,112.0,7025.233418703079,2240000.0,318.5485216745906,2240000.0
7.8957305,-2.8172508e-08,-0.11053071,0.6492541,0.68768936,84.71956,2.9221041,0.0013093124,-2.9647334,5000,0.7412677,1000,1000.0,1000,5,0.0,884.7088959403336,855.4104500359856,832.5767592042685,5,18.308223176689086,2.9651809,0.004190725,-3.4103613,20000,0.7358208,1000,1000.0,1000,20,0.0,881.1029209047556,830.396949664317,777.8403221592307,20,29.467958011729955,2346.0,62.91371512413025,20000.0,113.0,7088.207267999649,2260000.0,317.8957078045626,2260000.0
7.888742,2.8964132e-08,-0.06386436,0.6486881,0.8763632,85.02841,2.7713485,-0.0142915,-3.0179083,5000,0.7319306,1000,1000.0,1000,5,0.0,857.6478963494301,846.4174635574221,824.7868163585663,5,11.490654826241682,3.4575467,-0.00022233355,-3.0427105,20000,0.7336206,1000,1000.0,1000,20,0.0,898.5030490718782,851.6435874722781,803.2935451325029,20,23.57148799638277,2366.0,63.16100716590881,20000.0,114.0,7151.418135404587,2280000.0,316.6510620621485,2280000.0
7.88223,3.927853e-08,-0.10275527,0.6481605,0.8155493,85.75839,3.420207,0.015797492,-2.8053503,5000,0.73700863,1000,1000.0,1000,5,0.0,910.1574519574642,871.0001527965069,832.1832922045141,5,29.09771073216135,3.4988327,-0.0025871552,-3.0311587,20000,0.7304277,1000,1000.0,1000,20,0.0,880.2307593002915,851.119647350983,792.1104638539255,20,22.836446087774696,2386.0,63.096864461898804,20000.0,115.0,7214.565719366074,2300000.0,316.9729616608294,2300000.0
7.875613,-1.3015233e-08,-0.08522091,0.6476249,0.88082427,86.09759,2.825539,-0.022876482,-2.8045692,5000,0.7347239,1000,1000.0,1000,5,0.0,899.565785896033,879.2555935457349,858.9641236066818,5,16.821808832161537,3.3218336,-0.014971917,-3.2865644,20000,0.7321151,1000,1000.0,1000,20,0.0,904.4958824068308,857.0996233367827,787.4258224591613,20,35.21610421034585,2406.0,62.730555295944214,20000.0,116.0,7277.34924697876,2320000.0,318.82389539907484,2320000.0
7.868735,3.4971162e-08,-0.098631755,0.64706874,0.6567483,87.3735,2.9819143,0.016708018,-3.3392653,5000,0.73934567,1000,1000.0,1000,5,0.0,912.4364732056856,865.6277382822707,818.0852411389351,5,30.866777224929695,2.9013429,-0.017263439,-3.0761144,20000,0.73339134,1000,1000.0,1000,20,0.0,901.6097276138607,870.6322944642277,824.6448435261846,20,23.585080980342067,2426.0,62.80434226989746,20000.0,117.0,7340.2023668289185,2340000.0,318.4493185845548,2340000.0
7.861623,1.2898818e-08,-0.07810661,0.64649403,0.7461621,87.7777,3.35399,0.0117183775,-3.0966873,5000,0.7389531,1000,1000.0,1000,5,0.0,893.5568649955094,859.6353780523874,818.9167976714671,5,24.61589454771282,3.166988,-0.0003218145,-3.0187244,20000,0.73506653,1000,1000.0,1000,20,0.0,908.6183974705637,865.6589218682609,822.2172719473019,20,25.695767982803577,2446.0,63.13127565383911,20000.0,118.0,7403.392727136612,2360000.0,316.80018806627373,2360000.0
7.854988,3.2642856e-08,-0.0601766,0.6459586,0.6795685,87.24153,3.0492246,0.0041662073,-3.0065243,5000,0.73947835,1000,1000.0,1000,5,0.0,908.2848140485585,881.032556561008,842.9277246091515,5,21.557632740926014,2.9351578,-0.007517964,-3.2946603,20000,0.7406918,1000,1000.0,1000,20,0.0,916.5087603405118,870.3754359064158,782.184344522655,20,36.85575019305267,2466.0,63.88388180732727,20000.0,119.0,7467.327614784241,2380000.0,313.06801393690614,2380000.0
7.849476,-2.6047928e-08,-0.08364595,0.645514,0.6529685,86.61806,2.946168,0.011169747,-2.7481492,5000,0.7377479,1000,1000.0,1000,5,0.0,878.8611624017358,847.7190672118217,830.9567671362311,5,17.516368658575903,3.3565116,-1.8405533e-05,-3.406608,20000,0.73760116,1000,1000.0,1000,20,0.0,901.3321256414056,859.800154045038,801.9332113452256,20,28.541142390720342,2486.0,62.885236501693726,20000.0,120.0,7530.263010263443,2400000.0,318.03967214882505,2400000.0
7.8439283,1.799781e-08,-0.0617278,0.6450666,0.6068545,87.616005,3.2902255,0.03843186,-3.1180694,5000,0.74718934,1000,1000.0,1000,5,0.0,868.1134221963584,837.2115743588656,806.4199276342988,5,19.908633607936494,3.1634455,0.002586589,-3.3650496,20000,0.7342517,1000,1000.0,1000,20,0.0,914.5282205920666,869.338265439216,817.5815104395151,20,26.245654494355396,2506.0,62.514355421066284,20000.0,121.0,7592.8282153606415,2420000.0,319.92651712218304,2420000.0
7.838229,-9.918585e-09,-0.07392782,0.64460766,0.6469522,87.26553,3.157577,0.02115518,-3.5680597,5000,0.73683673,1000,1000.0,1000,5,0.0,862.6563837565482,848.7879024282098,840.2583761066198,5,8.117777064743215,3.044467,0.013567653,-3.2437236,20000,0.7412945,1000,1000.0,1000,20,0.0,908.799832386896,861.1682282319758,805.3086133226752,20,26.474246972599207,2526.0,62.53802967071533,20000.0,122.0,7655.416604042053,2440000.0,319.8054064911705,2440000.0
7.8326135,5.4971316e-08,-0.082127824,0.64415544,0.61585355,86.70517,3.2234871,0.01435811,-3.1162684,5000,0.7353886,1000,1000.0,1000,5,0.0,880.9708338938653,846.3095977142453,817.4508249089122,5,20.722579483241283,3.3308456,-0.008547175,-2.9857516,20000,0.7360834,1000,1000.0,1000,20,0.0,907.4015644863248,851.1713196414872,782.3699871767312,20,33.58324658100324,2546.0,62.77300214767456,20000.0,123.0,7718.239139556885,2460000.0,318.6083079625483,2460000.0
7.826599,7.1013346e-09,-0.09405238,0.64367175,0.66930586,86.36266,2.9440486,-0.017789084,-2.9018219,5000,0.7420423,1000,1000.0,1000,5,0.0,926.931479241699,885.4821945345029,839.6718143215403,5,29.821708245589882,3.135398,-0.009032471,-3.581351,20000,0.73793083,1000,1000.0,1000,20,0.0,927.5959583334625,858.6927285707673,805.0300675742328,20,32.21490310438218,2566.0,63.006375312805176,20000.0,124.0,7781.296445846558,2480000.0,317.42819517400926,2480000.0
7.82039,-1.5599653e-09,-0.07075905,0.64317286,0.60579944,86.628075,2.7942944,0.021297079,-2.8895519,5000,0.72987103,1000,1000.0,1000,5,0.0,890.6935492642224,860.8081687906058,810.0418707827339,5,34.56520898219082,3.142628,0.014535434,-3.0531368,20000,0.73600435,1000,1000.0,1000,20,0.0,915.4574235733598,863.4694756964105,821.8366151973605,20,28.514230799795527,2586.0,62.50047445297241,20000.0,125.0,7843.847762823105,2500000.0,319.9975708192218,2500000.0
7.8144393,-6.09085e-08,-0.075545326,0.6426954,0.71065825,86.84373,3.1626506,-0.022673935,-2.978947,5000,0.74467474,1000,1000.0,1000,5,0.0,886.5818980988115,855.1801235564053,822.9140880350024,5,20.794109818418335,3.3586242,-0.007569557,-3.2135699,20000,0.7320116,1000,1000.0,1000,20,0.0,916.3247446678579,861.777225793511,823.1965318024158,20,30.740184369698447,2606.0,62.6005802154541,20000.0,126.0,7906.499612569809,2520000.0,319.48585669917856,2520000.0
7.8086257,-3.797468e-08,-0.08285684,0.64222974,0.7753937,87.94846,3.0776548,-0.011153038,-2.8280888,5000,0.7399107,1000,1000.0,1000,5,0.0,899.212363474071,874.0015073128045,843.9159313943237,5,23.03063780081993,3.27749,-0.008729938,-3.2555187,20000,0.7339139,1000,1000.0,1000,20,0.0,909.9241001754999,866.0091608392773,820.8606340922415,20,26.145560678364944,2626.0,62.50287437438965,20000.0,127.0,7969.053520679474,2540000.0,319.9852838799192,2540000.0
7.8026857,1.6298145e-08,-0.07319046,0.6417538,0.75065184,87.05033,3.0014334,-0.022290397,-2.9452777,5000,0.7331639,1000,1000.0,1000,5,0.0,911.4446659730747,853.2975643174723,801.1076796036214,5,38.22989663063795,3.036036,-0.012544427,-3.0169086,20000,0.7312717,1000,1000.0,1000,20,0.0,935.8049884811044,862.0215483390202,772.9559683087282,20,35.732295771270074,2646.0,63.19865846633911,20000.0,128.0,8032.307086229324,2560000.0,316.4624136863982,2560000.0
7.7972217,1.731678e-08,-0.08971907,0.6413163,0.83415043,86.78849,2.8435223,-0.010265576,-2.9294586,5000,0.7197776,1000,1000.0,1000,5,0.0,897.9116850495338,878.7295905087143,852.6373319737613,5,14.879640227361943,3.0994606,-0.015306546,-3.3475049,20000,0.7360365,1000,1000.0,1000,20,0.0,917.5649797655642,857.0975552768938,811.882774984464,20,31.31555497401079,2666.0,62.16830277442932,20000.0,129.0,8094.524992227554,2580000.0,321.7073509722108,2580000.0
7.7915077,1.6996637e-09,-0.10269407,0.64085865,0.74467653,87.2482,2.8031106,-0.009420937,-2.8460476,5000,0.72650206,1000,1000.0,1000,5,0.0,860.8995681256056,846.6278576117941,821.9800102580339,5,13.27464724934223,3.1040123,-0.00833531,-3.130037,20000,0.7371048,1000,1000.0,1000,20,0.0,908.0561839565635,863.5163388541666,806.4137771502137,20,28.095452477050962,2686.0,62.35984683036804,20000.0,130.0,8156.934393405914,2600000.0,320.71919699232467,2600000.0
7.7850065,2.514571e-09,-0.059353195,0.64033806,0.7153234,87.18153,3.0747058,0.016372336,-2.7740889,5000,0.73316824,1000,1000.0,1000,5,0.0,918.0373867731541,880.0431627620012,828.1092405989766,5,30.784289945377143,3.0837696,-0.010808042,-3.3247244,20000,0.7395677,1000,1000.0,1000,20,0.0,905.7030356526375,861.9214188766142,817.0176934301853,20,27.06994282672289,2706.0,62.11701965332031,20000.0,131.0,8219.101364850998,2620000.0,321.97294898598614,2620000.0
7.7786264,-4.2677858e-08,-0.11983307,0.63982713,0.6725709,86.55011,3.277857,0.0074994736,-3.1153474,5000,0.7366075,1000,1000.0,1000,5,0.0,897.6230377405882,857.447725132946,833.7270366507582,5,23.059311380516384,3.3464546,0.003116612,-3.0541654,20000,0.7307221,1000,1000.0,1000,20,0.0,902.599006049335,853.3350755786872,811.3658434078097,20,24.364274059731496,2726.0,62.064175844192505,20000.0,132.0,8281.21636390686,2640000.0,322.2470890487374,2640000.0
7.7715073,-5.075708e-09,-0.08363612,0.6392579,0.63946915,86.29504,3.168163,-0.009112201,-2.7924838,5000,0.73442453,1000,1000.0,1000,5,0.0,852.6507894136012,839.3879606690258,817.6403835266829,5,12.485164686755814,3.3213143,-0.013704625,-3.1497416,20000,0.7463418,1000,1000.0,1000,20,0.0,907.840086452663,859.5718895213562,803.3276989012957,20,25.758633781847145,2746.0,62.61910963058472,20000.0,133.0,8343.885393381119,2660000.0,319.39131868830515,2660000.0
7.764547,-3.145542e-08,-0.091032065,0.6387023,0.6167789,87.76227,2.9388707,0.055595033,-2.855124,5000,0.72826207,1000,1000.0,1000,5,0.0,848.8833334445953,840.3150703243912,827.1420335024595,5,7.571897747966605,3.0803156,-0.007007357,-3.425069,20000,0.7352096,1000,1000.0,1000,20,0.0,932.5572825195268,872.0630888306536,814.5611484404653,20,32.637338834826835,2766.0,61.978394746780396,20000.0,134.0,8405.92552447319,2680000.0,322.69309461324735,2680000.0
7.7576666,-1.4854595e-08,-0.06735977,0.6381537,0.67038727,87.12125,3.1204293,0.0054289047,-2.9120054,5000,0.72767055,1000,1000.0,1000,5,0.0,939.547336190939,883.6766083389521,838.310169480741,5,38.156113560180934,3.0800748,-0.00081728096,-3.5735617,20000,0.741848,1000,1000.0,1000,20,0.0,907.5228065997362,859.0994235712918,818.3694872483611,20,21.18167439088411,2786.0,61.85382962226868,20000.0,135.0,8467.831288814545,2700000.0,323.34295422186085,2700000.0
7.751283,2.5401823e-08,-0.0855441,0.6376446,0.7302194,89.17294,2.788166,0.0138645535,-2.98844,5000,0.7301955,1000,1000.0,1000,5,0.0,927.213036365807,889.368701386638,861.4253546204418,5,24.336629242301303,3.2206175,0.0049541476,-3.3161032,20000,0.7370114,1000,1000.0,1000,20,0.0,946.5404347926378,885.9213940410409,814.9042845591903,20,35.82397737487855,2806.0,62.07446503639221,20000.0,136.0,8529.958268880844,2720000.0,322.19367477874613,2720000.0
7.745558,-2.3341272e-08,-0.09360647,0.63718814,0.8162259,86.53439,2.9589262,0.018629458,-2.8198545,5000,0.72607726,1000,1000.0,1000,5,0.0,918.2421963922679,858.7728958316147,757.181367661804,5,53.888246753793496,3.4396136,0.0038517998,-3.3252368,20000,0.7330316,1000,1000.0,1000,20,0.0,936.0656195282936,869.2199754437199,792.0049538314342,20,37.090321690821014,2826.0,61.897276401519775,20000.0,137.0,8591.905457496643,2740000.0,323.1159941555835,2740000.0
7.739634,-6.9150703e-09,-0.062254418,0.63671625,0.5771918,86.90962,3.453121,-0.00771999,-2.943423,5000,0.743421,1000,1000.0,1000,5,0.0,890.9794734959723,859.6200238677208,837.0495896395296,5,19.511033266984686,3.4286804,0.002725297,-3.383061,20000,0.7354225,1000,1000.0,1000,20,0.0,920.3817812204361,871.3541945362958,819.7722465991974,20,28.438846471808493,2846.0,62.256432056427,20000.0,138.0,8654.211670398712,2760000.0,321.25194681688015,2760000.0
7.7336655,-3.9185398e-08,-0.071536675,0.6362416,0.6836938,86.903015,2.9635515,0.007992523,-3.0473576,5000,0.73981804,1000,1000.0,1000,5,0.0,924.3662407845259,897.8837192315608,842.8620907235891,5,31.24264819134987,3.6055012,0.012366437,-3.009165,20000,0.7319143,1000,1000.0,1000,20,0.0,910.5049170404673,863.2381584264338,797.1178727224469,20,28.806729162963705,2866.0,61.64733147621155,20000.0,139.0,8715.908515691757,2780000.0,324.42604604414373,2780000.0
7.7280717,-2.5820919e-08,-0.061918486,0.63579726,0.7563392,86.442795,3.2072086,-0.011602301,-3.1121128,5000,0.7469012,1000,1000.0,1000,5,0.0,919.956835012883,888.1949555257336,837.0700961984694,5,29.554453030928517,3.3926282,0.0008070794,-3.1268022,20000,0.73318315,1000,1000.0,1000,20,0.0,896.4203985878266,853.1966095323093,797.8059293236583,20,25.774008399551473,2886.0,61.4657781124115,20000.0,140.0,8777.423401355743,2800000.0,325.3843132583966,2800000.0
7.722557,-9.313226e-09,-0.08274535,0.6353595,0.72218585,86.98412,3.2231889,0.012804027,-3.0622792,5000,0.7402972,1000,1000.0,1000,5,0.0,917.3282465748489,869.9163969502785,823.4027874022722,5,37.34924714813505,3.3404424,0.003489317,-3.254626,20000,0.7329353,1000,1000.0,1000,20,0.0,916.8772344142199,861.5256685925648,814.7634204924107,20,25.670031055306744,2906.0,61.17086362838745,20000.0,141.0,8838.643756866455,2820000.0,326.95304289800214,2820000.0
7.71684,-4.186295e-08,-0.086946346,0.63490605,0.7320293,87.22322,3.1683035,-0.009470468,-3.0839567,5000,0.7380118,1000,1000.0,1000,5,0.0,930.7401950880885,897.1200063899159,863.4728645682335,5,25.061310644886852,3.7109373,0.014748038,-3.2635589,20000,0.7357793,1000,1000.0,1000,20,0.0,931.3468361273408,874.1284267770476,813.9313699491322,20,29.08400284175288,2926.0,61.228652477264404,20000.0,142.0,8899.92248916626,2840000.0,326.6444579590651,2840000.0
7.7108016,-1.6367995e-08,-0.071079865,0.63442767,0.6177771,86.94415,3.1425831,-0.015132333,-3.2361386,5000,0.734774,1000,1000.0,1000,5,0.0,896.1600570678711,853.9281499253818,825.8649192713201,5,29.08953764299043,3.2185218,0.0024170494,-3.516796,20000,0.7373432,1000,1000.0,1000,20,0.0,922.501441642642,865.7678789910976,809.6213921459857,20,29.68754908300901,2946.0,61.70030736923218,20000.0,143.0,8961.671897172928,2860000.0,324.1474937930911,2860000.0
7.704854,9.126961e-09,-0.057302743,0.6339571,0.74590516,87.43716,3.0404696,0.014502241,-3.1610823,5000,0.7312019,1000,1000.0,1000,5,0.0,889.690160214901,862.5296334745362,837.3947908133268,5,18.8816577042789,3.0520997,0.004144733,-3.3090022,20000,0.7289019,1000,1000.0,1000,20,0.0,908.3276998977453,870.2616776344566,806.2920225784183,20,29.731472456725175,2966.0,61.807074546813965,20000.0,144.0,9023.528637647629,2880000.0,323.5875528270082,2880000.0
7.699434,-1.0454096e-08,-0.07567312,0.6335286,0.63266087,87.23347,3.0777493,-0.014741544,-3.259028,5000,0.73311913,1000,1000.0,1000,5,0.0,897.2516495585442,864.6220544412732,836.1606230735779,5,22.466202791383406,3.0606148,0.008462028,-3.0332365,20000,0.7345437,1000,1000.0,1000,20,0.0,935.8618078506552,872.0796614271821,827.5869262963533,20,34.70406574377123,2986.0,61.69240951538086,20000.0,145.0,9085.269953012466,2900000.0,324.1889911110328,2900000.0
7.6945496,4.3422915e-08,-0.057035208,0.6331427,0.6732335,87.08349,3.229107,-0.015970804,-2.8571885,5000,0.73890674,1000,1000.0,1000,5,0.0,882.2398150525987,865.1161346249282,840.9822819828987,5,15.20464823325486,3.3119843,0.019469818,-3.3700902,20000,0.7295239,1000,1000.0,1000,20,0.0,922.5909470170736,860.7859507164685,816.0413682125509,20,26.444912032417534,3006.0,61.29657554626465,20000.0,146.0,9146.623637914658,2920000.0,326.282501457274,2920000.0
7.6899047,-4.7963113e-08,-0.058639407,0.6327761,0.70997465,87.514755,2.8248882,0.022459436,-3.42091,5000,0.7327143,1000,1000.0,1000,5,0.0,902.3187838867307,859.8749007456005,834.1523800194263,5,24.76714304132388,3.09079,0.016834097,-3.331258,20000,0.7305667,1000,1000.0,1000,20,0.0,936.0050578787923,875.390634052176,809.5886649489403,20,33.83808942824885,3026.0,61.55460000038147,20000.0,147.0,9208.226889133453,2940000.0,324.9147910940215,2940000.0
7.684938,6.7055224e-09,-0.0641443,0.6323835,0.7786607,87.972206,2.9905753,0.031064887,-2.9426684,5000,0.72939044,1000,1000.0,1000,5,0.0,909.4773312732577,878.7870375812985,835.1306560114026,5,25.259553613829034,3.299167,0.0018807172,-3.2187407,20000,0.73066,1000,1000.0,1000,20,0.0,929.8970210179687,879.08796122903,794.7746037263423,20,32.54286833498285,3046.0,61.81145787239075,20000.0,148.0,9270.089039802551,2960000.0,323.5646057934734,2960000.0
7.6799293,-3.0826776e-08,-0.09544657,0.6319875,0.74292237,89.9924,2.661616,-0.039916787,-3.1973314,5000,0.73145324,1000,1000.0,1000,5,0.0,906.0055674891919,873.6111143573187,794.1986946170218,5,40.686856355377586,3.0177414,-0.015084484,-3.145128,20000,0.7329294,1000,1000.0,1000,20,0.0,930.472816882655,891.9513012100535,822.8207112178206,20,28.74599043931781,3066.0,62.24638915061951,20000.0,149.0,9332.38620686531,2980000.0,321.3037779847018,2980000.0
7.674403,-9.778887e-09,-0.06956394,0.631551,0.82465655,89.72493,2.7553802,-0.027184805,-3.2579203,5000,0.72925884,1000,1000.0,1000,5,0.0,935.5117548909038,880.1834419060499,835.5912983641028,5,32.411293271610816,3.3758507,-0.0028031056,-3.202663,20000,0.7319658,1000,1000.0,1000,20,0.0,925.5679727047682,879.4971483439556,832.7510595200583,20,27.291045785316083,3086.0,61.837093114852905,20000.0,150.0,9394.27323293686,3000000.0,323.4304685515063,3000000.0
